qid,competition,timestamp,section,number,original_question,original_answer,original_additional_info,question,answers
AIO04-0474,第4回AI王,2023/09/01,開発用データ,474,1998年に出場したサッカーW杯フランス大会で、日本人として初得点を記録した選手は誰？,中山雅史,,1998年に出場したサッカーW杯フランス大会で、日本人として初得点を記録した選手は誰?,['中山雅史']
AIO04-0475,第4回AI王,2023/09/01,開発用データ,475,アフリカのマダガスカル島に17世紀ごろまで生息していた、体長3mを超える最大の鳥の仲間は何？,エピオルニス,,アフリカのマダガスカル島に17世紀ごろまで生息していた、体長3mを超える最大の鳥の仲間は何?,['エピオルニス']
AIO04-0476,第4回AI王,2023/09/01,開発用データ,476,タピオカの粉に卵やチーズなどを混ぜて焼いた、もちもちした食感が特徴的なブラジル生まれのパンは何？,ポン・デ・ケージョ,ポン・デ・ケイジョ,タピオカの粉に卵やチーズなどを混ぜて焼いた、もちもちした食感が特徴的なブラジル生まれのパンは何?,"['ポン・デ・ケージョ', 'ポン・デ・ケイジョ']"
AIO04-0477,第4回AI王,2023/09/01,開発用データ,477,キャメル、レイバック、ビールマンなどの種類がある、フィギュアスケートの技は何？,スピン,,キャメル、レイバック、ビールマンなどの種類がある、フィギュアスケートの技は何?,['スピン']
AIO04-0478,第4回AI王,2023/09/01,開発用データ,478,「筋トレの味方」や「食べるだけで痩せる」といわれる、乾燥ワカメ、オクラ、シイタケ、鶏むね肉、カレー粉をご飯と一緒に炊いた料理を、あるものに似ていることから何という？,沼,,「筋トレの味方」や「食べるだけで痩せる」といわれる、乾燥ワカメ、オクラ、シイタケ、鶏むね肉、カレー粉をご飯と一緒に炊いた料理を、あるものに似ていることから何という?,['沼']
AIO04-0479,第4回AI王,2023/09/01,開発用データ,479,ラグビーで、トライの後に行われる、決まると2点が入るゴールキックのことを何という？,コンバージョンキック,コンバージョン,ラグビーで、トライの後に行われる、決まると2点が入るゴールキックのことを何という?,"['コンバージョンキック', 'コンバージョン']"
AIO04-0480,第4回AI王,2023/09/01,開発用データ,480,ウェーブ、トンネル、スパイラルなどの種類がある、公園によく設置されている遊具は何？,すべり台,滑り台,ウェーブ、トンネル、スパイラルなどの種類がある、公園によく設置されている遊具は何?,"['すべり台', '滑り台']"
AIO04-0481,第4回AI王,2023/09/01,開発用データ,481,1968年に当時イギリス陸軍少佐だったパディ・ロイ・ベーツが独立宣言して建国したものの国連加盟国が国家承認していない「自称国家」の国はどこ？,シーランド公国,,1968年に当時イギリス陸軍少佐だったパディ・ロイ・ベーツが独立宣言して建国したものの国連加盟国が国家承認していない「自称国家」の国はどこ?,['シーランド公国']
AIO04-0482,第4回AI王,2023/09/01,開発用データ,482,「100mを6秒で走る」「好物はべっこうあめ」「ポマードの匂いが嫌い」などの特徴があるとされる、1979年に日本中で都市伝説として話題になった妖怪は何？,口裂け女,,「100mを6秒で走る」「好物はべっこうあめ」「ポマードの匂いが嫌い」などの特徴があるとされる、1979年に日本中で都市伝説として話題になった妖怪は何?,['口裂け女']
AIO04-0483,第4回AI王,2023/09/01,開発用データ,483,主人公の畠山則安が書く“未来の日記”が次々に現実になってしまうという内容の、矢玉四郎の児童文学は何？,はれときどきぶた,,主人公の畠山則安が書く“未来の日記”が次々に現実になってしまうという内容の、矢玉四郎の児童文学は何?,['はれときどきぶた']
AIO04-0484,第4回AI王,2023/09/01,開発用データ,484,福岡県の筑後川、山梨県の笛吹川、岐阜県の長良川などで行われている、鮎などの川魚をとる伝統的な漁法といえば何？,鵜飼,鵜飼い,福岡県の筑後川、山梨県の笛吹川、岐阜県の長良川などで行われている、鮎などの川魚をとる伝統的な漁法といえば何?,"['鵜飼', '鵜飼い']"
AIO04-0485,第4回AI王,2023/09/01,開発用データ,485,アメリカのテレビドラマ『刑事コロンボ』で、コロンボが勤務するのはどこの都市の市警？,ロサンゼルス,ロサンゼルス市警,アメリカのテレビドラマ『刑事コロンボ』で、コロンボが勤務するのはどこの都市の市警?,"['ロサンゼルス', 'ロサンゼルス市警']"
AIO04-0486,第4回AI王,2023/09/01,開発用データ,486,かつてベーリング海に生息した、体長7mほどにおよぶほ乳類で、1742年にデンマークの探検隊に発見されると瞬く間に狩りの標的となり1768年に絶滅した動物は何？,ステラーカイギュウ,,かつてベーリング海に生息した、体長7mほどにおよぶほ乳類で、1742年にデンマークの探検隊に発見されると瞬く間に狩りの標的となり1768年に絶滅した動物は何?,['ステラーカイギュウ']
AIO04-0487,第4回AI王,2023/09/01,開発用データ,487,英語で「アプリコット」はアンズですが、「ジャパニーズアプリコット」と呼ばれるのは何の実？,梅,"ウメ, うめ",英語で「アプリコット」はアンズですが、「ジャパニーズアプリコット」と呼ばれるのは何の実?,"['梅', 'ウメ', 'うめ']"
AIO04-0488,第4回AI王,2023/09/01,開発用データ,488,「ロケット」などの別名もある、独特の風味と苦みが特徴的なアブラナ科のハーブは何？,ルッコラ,"ルコラ, ルーコラ",「ロケット」などの別名もある、独特の風味と苦みが特徴的なアブラナ科のハーブは何?,"['ルッコラ', 'ルコラ', 'ルーコラ']"
AIO04-0489,第4回AI王,2023/09/01,開発用データ,489,1886年、鉱石の研究中にゲルマニウムを発見した、ドイツの化学者は誰？,クレメンス・ヴィンクラー,"ヴィンクラー, クレメンス・アレクサンダー・ヴィンクラー",1886年、鉱石の研究中にゲルマニウムを発見した、ドイツの化学者は誰?,"['クレメンス・ヴィンクラー', 'ヴィンクラー', 'クレメンス・アレクサンダー・ヴィンクラー']"
AIO04-0490,第4回AI王,2023/09/01,開発用データ,490,元プロ野球選手で、佐々木主浩、村田兆治、野茂英雄、杉下茂がウィニングショットとしていた変化球は何？,フォークボール,フォーク,元プロ野球選手で、佐々木主浩、村田兆治、野茂英雄、杉下茂がウィニングショットとしていた変化球は何?,"['フォークボール', 'フォーク']"
AIO04-0491,第4回AI王,2023/09/01,開発用データ,491,スピナー、プラグ、ワームなどの種類がある、釣りに使う、プラスチックなどでできた擬餌針を何という？,ルアー,,スピナー、プラグ、ワームなどの種類がある、釣りに使う、プラスチックなどでできた擬餌針を何という?,['ルアー']
AIO04-0492,第4回AI王,2023/09/01,開発用データ,492,馬につけられた鈴の音が名前の由来といわれる、毎年6月の第2土曜日に行われる岩手県の伝統行事は何？,チャグチャグ馬コ,ちゃぐちゃぐ馬こ,馬につけられた鈴の音が名前の由来といわれる、毎年6月の第2土曜日に行われる岩手県の伝統行事は何?,"['チャグチャグ馬コ', 'ちゃぐちゃぐ馬こ']"
AIO04-0493,第4回AI王,2023/09/01,開発用データ,493,樹脂のポリプロピレン、英語の過去分詞、音楽記号のピアニッシモから連想されるアルファベット2文字は何？,PP,,樹脂のポリプロピレン、英語の過去分詞、音楽記号のピアニッシモから連想されるアルファベット2文字は何?,['PP']
AIO04-0494,第4回AI王,2023/09/01,開発用データ,494,世界文化遺産のアスキアの墓、ジェンネ旧市街、トンブクトゥがあるアフリカの国はどこ？,マリ,マリ共和国,世界文化遺産のアスキアの墓、ジェンネ旧市街、トンブクトゥがあるアフリカの国はどこ?,"['マリ', 'マリ共和国']"
